age,years_employed,annual_income,loan_amount,loan_term_months,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,months_since_derogatory,has_mortgage,num_dependents,savings_balance,checking_balance,loan_to_income_ratio,high_risk
36,5,31885,6630,60,596,5,2,0.61,14,0,0,4614,2923,0.21,1
29,0,154412,13433,12,527,8,0,0.57,4,0,0,3314,194,0.09,1
49,2,59243,4194,12,622,14,2,0.37,0,0,1,3473,12012,0.07,1
65,5,59214,8914,24,722,11,1,0.2,41,1,1,1961,971,0.15,0
42,8,36441,61741,36,574,8,0,0.35,8,1,2,2777,8195,1.69,1
51,2,57374,19734,12,669,12,2,0.3,0,0,0,1592,2884,0.34,0
36,13,62101,7872,60,640,14,2,0.28,61,0,0,3088,552,0.13,0
69,0,78328,31023,60,600,12,0,0.38,17,0,1,7609,830,0.4,0
36,2,30056,7367,12,501,6,0,0.34,8,0,2,13143,847,0.25,0
33,4,99051,9583,60,759,4,1,0.46,9,1,0,4621,902,0.1,0
28,4,58730,6705,60,691,1,1,0.46,8,0,0,4471,258,0.11,0
59,0,66443,15578,24,850,12,2,0.34,6,1,3,5841,751,0.23,0
21,6,43893,30369,36,736,7,3,0.41,55,1,0,15994,5240,0.69,0
64,6,30820,7336,24,757,8,2,0.55,5,1,3,3751,5864,0.24,0
44,5,50836,3880,36,510,9,1,0.27,24,1,1,8565,859,0.08,0
58,6,53833,25708,60,508,2,2,0.35,2,0,2,7667,230,0.48,1
28,3,24521,33937,36,653,1,0,0.2,89,0,0,2325,3619,1.38,1
41,0,72885,4035,60,558,4,1,0.42,27,1,2,11476,551,0.06,0
62,2,80681,17606,60,595,13,0,0.38,70,0,0,408,601,0.22,1
65,5,34035,15304,24,850,5,3,0.42,15,0,1,17572,1324,0.45,0
23,5,29398,8329,24,745,10,0,0.2,49,1,0,1172,1194,0.28,0
45,5,42130,5787,48,575,12,1,0.46,57,1,2,4159,758,0.14,1
48,7,49609,24222,12,460,1,2,0.37,36,0,3,13289,837,0.49,0
64,2,42955,14875,48,568,5,1,0.5,2,1,1,2944,1040,0.35,1
53,5,47550,15563,48,605,6,2,0.28,0,0,0,6509,824,0.33,0
42,7,54761,9199,36,624,3,0,0.45,5,1,2,13550,883,0.17,0
56,4,24732,8257,60,547,12,0,0.42,3,0,3,45155,1291,0.33,0
30,0,26195,3062,60,740,7,1,0.58,38,1,2,4826,2666,0.12,0
25,1,12567,11651,60,593,14,1,0.33,24,1,3,6098,2377,0.93,1
37,8,78532,31675,12,701,6,1,0.27,22,0,1,5159,995,0.4,0
40,10,49395,7831,36,654,4,0,0.28,8,1,0,3768,1276,0.16,0
61,9,82778,5359,36,725,3,0,0.18,5,1,0,977,7932,0.06,0
55,5,27753,17350,60,630,5,2,0.27,6,1,2,1280,5352,0.63,1
60,0,49622,19380,48,576,3,3,0.0,15,0,1,4831,3304,0.39,1
57,4,54579,9399,12,602,10,3,0.56,40,1,0,7400,257,0.17,1
53,11,37016,10837,48,603,9,1,0.64,8,1,0,22330,2033,0.29,0
36,7,22545,15651,24,815,9,0,0.33,35,0,1,3821,860,0.69,1
56,4,117352,12169,36,656,6,4,0.42,20,1,0,30773,631,0.1,0
44,7,98680,24344,36,650,13,0,0.37,64,0,0,1158,1217,0.25,1
57,0,40499,57661,48,720,11,1,0.15,7,0,3,6324,5720,1.42,1
31,2,63266,4791,12,649,6,1,0.5,17,0,0,3566,4803,0.08,1
42,0,38468,27941,36,739,12,1,0.53,3,1,0,1017,914,0.73,1
61,6,29801,14230,48,620,14,0,0.19,12,1,2,644,1984,0.48,0
41,7,122226,30727,12,612,4,2,0.4,21,0,3,2917,1137,0.25,0
40,4,21425,20632,48,571,4,1,0.31,39,1,2,3191,1388,0.96,1
46,1,42499,13859,12,798,2,1,0.53,6,0,0,1692,5417,0.33,0
50,4,51131,21078,60,644,10,0,0.34,7,1,3,12258,1686,0.41,1
25,3,111928,10546,12,556,4,3,0.34,29,0,1,3020,261,0.09,1
46,1,76748,8395,24,665,8,1,0.62,14,1,1,1504,2106,0.11,0
59,6,21244,21731,60,597,13,0,0.16,19,1,2,3702,13333,1.02,1
53,1,48953,8049,48,618,10,1,0.39,54,1,2,2304,837,0.16,0
31,0,49539,19641,60,674,2,0,0.36,20,0,1,35467,9930,0.4,0
64,0,43731,13608,60,771,9,1,0.26,31,0,3,3366,3566,0.31,0
26,0,66829,3302,48,658,14,2,0.66,32,0,2,1633,6593,0.05,0
29,5,24232,9465,48,593,1,1,0.4,48,1,3,35388,4736,0.39,0
64,5,39961,16332,24,609,13,0,0.45,30,0,1,11731,2198,0.41,1
36,5,62280,10471,48,702,2,0,0.47,2,1,0,5583,920,0.17,0
45,7,68857,2898,36,493,2,1,0.3,12,0,1,1890,2193,0.04,1
40,9,52823,29508,36,566,11,0,0.54,120,0,0,12330,2336,0.56,0
47,2,42438,14788,24,667,13,3,0.51,6,0,0,848,5264,0.35,1
65,6,46167,17435,12,513,14,2,0.33,26,1,2,11292,152,0.38,0
21,0,70983,10057,12,624,6,0,0.49,55,1,2,6635,375,0.14,0
62,10,49858,18377,36,611,14,3,0.54,26,1,0,16124,2344,0.37,0
20,0,29116,40170,48,720,7,1,0.47,13,1,1,289,2607,1.38,1
55,2,26456,8595,24,629,13,0,0.22,2,0,0,1628,696,0.32,0
45,2,23276,36323,12,744,3,0,0.34,13,1,3,1480,2678,1.56,1
48,0,101497,16968,12,656,11,0,0.42,6,0,0,1284,3813,0.17,1
40,5,73403,7929,60,792,9,1,0.39,97,1,2,8184,1459,0.11,0
30,5,46479,50384,36,539,5,4,0.24,37,0,2,3448,8712,1.08,1
59,4,39069,16898,48,779,5,1,0.31,41,1,1,1727,10700,0.43,0
30,0,36791,20048,24,617,11,0,0.4,17,0,0,1308,2067,0.54,0
55,12,84678,11366,12,767,12,1,0.12,3,0,1,1550,4559,0.13,0
68,7,127034,8285,60,744,4,1,0.35,9,0,2,13890,279,0.07,0
58,15,36217,14774,36,421,9,2,0.45,9,0,2,4536,5888,0.41,1
59,1,86613,34505,36,688,8,0,0.39,20,0,2,13328,9068,0.4,0
54,8,49712,11094,24,729,12,0,0.22,18,1,2,120283,591,0.22,0
53,8,44081,13147,12,756,4,1,0.25,17,1,0,4810,3563,0.3,0
66,3,103995,32009,24,555,4,0,0.57,20,0,0,897,230,0.31,1
43,10,48772,11156,24,697,2,1,0.21,120,0,3,4169,760,0.23,0
41,3,56850,18145,60,665,9,2,0.53,10,0,2,46859,1020,0.32,0
24,3,55499,22615,36,684,3,1,0.26,28,1,2,18107,357,0.41,0
52,0,21746,11871,48,729,4,1,0.52,8,0,2,2263,1391,0.55,1
55,6,56624,16089,36,742,14,0,0.43,18,0,1,3412,1294,0.28,0
66,0,36999,19863,36,597,7,1,0.3,6,0,0,12456,3563,0.54,1
39,2,24086,10503,60,671,10,4,0.09,24,0,2,8738,341,0.44,0
38,0,37851,21795,48,653,8,1,0.41,9,0,3,12617,3589,0.58,0
54,3,37695,9622,12,630,8,1,0.38,1,0,1,3689,758,0.26,0
62,6,82038,8910,48,638,4,0,0.41,50,0,0,7834,443,0.11,0
36,5,28799,5344,12,665,7,2,0.43,4,0,0,3407,1456,0.19,0
64,7,33026,9876,48,601,10,1,0.15,13,0,0,26163,4138,0.3,0
62,10,55143,8190,24,720,1,2,0.41,19,1,1,787,1061,0.15,0
53,3,25263,10503,48,751,6,2,0.46,16,0,4,790,3182,0.42,0
28,3,35259,19287,60,584,6,0,0.46,38,0,2,2084,2457,0.55,1
45,8,21327,4743,12,755,6,0,0.16,27,0,3,2177,56847,0.22,0
21,9,77653,4085,36,584,12,2,0.52,10,1,2,786,1281,0.05,1
28,7,42163,8523,60,721,2,2,0.41,1,1,1,634,1505,0.2,0
28,1,48632,17619,12,755,8,0,0.43,43,1,4,17715,6116,0.36,0
59,6,77497,15887,12,642,14,1,0.22,13,0,1,4022,1708,0.21,0
36,5,34161,8441,36,585,5,1,0.46,66,0,3,3673,2382,0.25,1
20,9,41940,26947,24,602,5,2,0.09,15,0,2,5258,261,0.64,0
